figure,dataset,x_axis,curve,x,certified_accuracy
13,Citeseer,Perturbation Size,S=40,38,0.914
13,Citeseer,Perturbation Size,S=40,39,0.914
13,Pubmed,Perturbation Size,S=80,0,0.854
13,Pubmed,Perturbation Size,S=80,2,0.1
13,Pubmed,Perturbation Size,S=80,3,0.1
13,Pubmed,Perturbation Size,S=80,4,0.1
13,Pubmed,Perturbation Size,S=80,5,0.1
13,Pubmed,Perturbation Size,S=80,6,0.1
13,Pubmed,Perturbation Size,S=80,38,0.128
13,Pubmed,Perturbation Size,S=80,39,0.051
13,Pubmed,Perturbation Size,S=80,40,0.007
13,Pubmed,Perturbation Size,S=80,41,0.007
13,Pubmed,Perturbation Size,S=80,42,0.007
13,Pubmed,Perturbation Size,S=80,43,0.007
13,Pubmed,Perturbation Size,S=80,44,0.007
13,Pubmed,Perturbation Size,S=80,45,0.007
13,Pubmed,Perturbation Size,S=80,46,0.007
13,Pubmed,Perturbation Size,S=80,47,0.005
13,Pubmed,Perturbation Size,S=80,48,0.007
13,Pubmed,Perturbation Size,S=60,0,0.867
13,Pubmed,Perturbation Size,S=60,29,0.125
13,Pubmed,Perturbation Size,S=60,30,0.005
13,Pubmed,Perturbation Size,S=60,31,0.005
13,Pubmed,Perturbation Size,S=60,32,0.005
13,Pubmed,Perturbation Size,S=60,33,0.005
13,Pubmed,Perturbation Size,S=60,34,0.005
13,Pubmed,Perturbation Size,S=60,35,0.005
13,Pubmed,Perturbation Size,S=60,36,0.005
13,Pubmed,Perturbation Size,S=60,37,0.005
13,Pubmed,Perturbation Size,S=60,38,0.005
13,Pubmed,Perturbation Size,S=60,40,0.016
13,Pubmed,Perturbation Size,S=60,41,0.016
13,Pubmed,Perturbation Size,S=60,42,0.016
13,Pubmed,Perturbation Size,S=60,43,0.016
13,Pubmed,Perturbation Size,S=60,44,0.015
13,Pubmed,Perturbation Size,S=60,45,0.014
13,Pubmed,Perturbation Size,S=60,46,0.014
13,Pubmed,Perturbation Size,S=60,47,0.014
13,Pubmed,Perturbation Size,S=60,48,0.015
13,Pubmed,Perturbation Size,S=40,0,0.874
13,Pubmed,Perturbation Size,S=40,19,0.131
13,Pubmed,Perturbation Size,S=40,20,0.018
13,Pubmed,Perturbation Size,S=40,21,0.007
13,Pubmed,Perturbation Size,S=40,22,0.007
13,Pubmed,Perturbation Size,S=40,23,0.007
13,Pubmed,Perturbation Size,S=40,24,0.007
13,Pubmed,Perturbation Size,S=40,25,0.007
13,Pubmed,Perturbation Size,S=40,26,0.007
13,Pubmed,Perturbation Size,S=40,27,0.007
13,Pubmed,Perturbation Size,S=40,28,0.007
13,Pubmed,Perturbation Size,S=40,29,0.007
13,Pubmed,Perturbation Size,S=40,30,0.01
13,Pubmed,Perturbation Size,S=40,31,0.009
13,Pubmed,Perturbation Size,S=40,32,0.009
13,Pubmed,Perturbation Size,S=40,33,0.009
13,Pubmed,Perturbation Size,S=40,34,0.009
13,Pubmed,Perturbation Size,S=40,35,0.009
13,Pubmed,Perturbation Size,S=40,36,0.009
13,Pubmed,Perturbation Size,S=40,37,0.009
13,Pubmed,Perturbation Size,S=40,38,0.01
13,Amazon-C,Perturbation Size,S=80,0,0.797
13,Amazon-C,Perturbation Size,S=80,1,0.794
13,Amazon-C,Perturbation Size,S=80,2,0.792
13,Amazon-C,Perturbation Size,S=80,3,0.79
13,Amazon-C,Perturbation Size,S=80,4,0.787
13,Amazon-C,Perturbation Size,S=80,5,0.785
13,Amazon-C,Perturbation Size,S=80,6,0.782
13,Amazon-C,Perturbation Size,S=80,7,0.777
13,Amazon-C,Perturbation Size,S=80,8,0.775
13,Amazon-C,Perturbation Size,S=80,9,0.772
13,Amazon-C,Perturbation Size,S=80,10,0.77
13,Amazon-C,Perturbation Size,S=80,11,0.768
13,Amazon-C,Perturbation Size,S=80,12,0.763
13,Amazon-C,Perturbation Size,S=80,13,0.761
13,Amazon-C,Perturbation Size,S=80,14,0.759
13,Amazon-C,Perturbation Size,S=80,15,0.753
13,Amazon-C,Perturbation Size,S=80,16,0.751
13,Amazon-C,Perturbation Size,S=60,0,0.809
13,Amazon-C,Perturbation Size,S=60,1,0.807
13,Amazon-C,Perturbation Size,S=60,2,0.805
13,Amazon-C,Perturbation Size,S=60,3,0.79
13,Amazon-C,Perturbation Size,S=60,4,0.793
13,Amazon-C,Perturbation Size,S=60,5,0.777
13,Amazon-C,Perturbation Size,S=60,6,0.775
13,Amazon-C,Perturbation Size,S=60,7,0.784
13,Amazon-C,Perturbation Size,S=60,8,0.77
13,Amazon-C,Perturbation Size,S=60,9,0.766
13,Amazon-C,Perturbation Size,S=60,10,0.763
13,Amazon-C,Perturbation Size,S=60,11,0.761
13,Amazon-C,Perturbation Size,S=60,12,0.757
13,Amazon-C,Perturbation Size,S=60,13,0.753
13,Amazon-C,Perturbation Size,S=60,14,0.743
13,Amazon-C,Perturbation Size,S=60,15,0.736
13,Amazon-C,Perturbation Size,S=60,16,0.731
13,Amazon-C,Perturbation Size,S=60,36,0.817
13,Amazon-C,Perturbation Size,S=60,37,0.817
13,Amazon-C,Perturbation Size,S=60,38,0.817
13,Amazon-C,Perturbation Size,S=60,39,0.817
13,Amazon-C,Perturbation Size,S=40,0,0.825
13,Amazon-C,Perturbation Size,S=40,1,0.818
13,Amazon-C,Perturbation Size,S=40,2,0.814
13,Amazon-C,Perturbation Size,S=40,3,0.807
13,Amazon-C,Perturbation Size,S=40,4,0.8
13,Amazon-C,Perturbation Size,S=40,5,0.794
13,Amazon-C,Perturbation Size,S=40,6,0.77
13,Amazon-C,Perturbation Size,S=40,7,0.766
13,Amazon-C,Perturbation Size,S=40,8,0.761
13,Amazon-C,Perturbation Size,S=40,9,0.752
13,Amazon-C,Perturbation Size,S=40,10,0.743
13,Amazon-C,Perturbation Size,S=40,11,0.731
13,Amazon-C,Perturbation Size,S=40,12,0.717
13,Amazon-C,Perturbation Size,S=40,13,0.706
13,Amazon-C,Perturbation Size,S=40,14,0.69
13,Amazon-C,Perturbation Size,S=40,15,0.667
13,Amazon-C,Perturbation Size,S=40,16,0.643
13,Amazon-C,Perturbation Size,S=40,35,0.914
13,Amazon-C,Perturbation Size,S=40,36,0.914
13,Amazon-C,Perturbation Size,S=40,37,0.914
13,Amazon-C,Perturbation Size,S=40,38,0.914
13,Amazon-C,Perturbation Size,S=40,39,0.914
14,Cora-ML,Perturbation Size,h=md5,0,0.671
14,Cora-ML,Perturbation Size,h=md5,1,0.675
14,Cora-ML,Perturbation Size,h=md5,2,0.672
14,Cora-ML,Perturbation Size,h=md5,3,0.669
14,Cora-ML,Perturbation Size,h=md5,4,0.664
14,Cora-ML,Perturbation Size,h=md5,5,0.664
14,Cora-ML,Perturbation Size,h=md5,6,0.662
14,Cora-ML,Perturbation Size,h=md5,7,0.655
14,Cora-ML,Perturbation Size,h=md5,8,0.653
14,Cora-ML,Perturbation Size,h=md5,9,0.647
14,Cora-ML,Perturbation Size,h=md5,10,0.66
14,Cora-ML,Perturbation Size,h=md5,11,0.644
14,Cora-ML,Perturbation Size,h=md5,12,0.644
14,Cora-ML,Perturbation Size,h=md5,13,0.639
14,Cora-ML,Perturbation Size,h=md5,14,0.647
14,Cora-ML,Perturbation Size,h=md5,15,0.643
14,Cora-ML,Perturbation Size,h=md5,16,0.643
14,Cora-ML,Perturbation Size,h=md5,17,0.636
14,Cora-ML,Perturbation Size,h=md5,18,0.632
14,Cora-ML,Perturbation Size,h=md5,19,0.63
14,Cora-ML,Perturbation Size,h=md5,20,0.603
14,Cora-ML,Perturbation Size,h=md5,21,0.616
14,Cora-ML,Perturbation Size,h=md5,25,0.584
14,Cora-ML,Perturbation Size,h=md5,26,0.566
14,Cora-ML,Perturbation Size,h=md5,27,0.503
14,Cora-ML,Perturbation Size,h=md5,28,0.4
14,Cora-ML,Perturbation Size,h=sha1,0,0.689
14,Cora-ML,Perturbation Size,h=sha1,1,0.689
14,Cora-ML,Perturbation Size,h=sha1,2,0.686
14,Cora-ML,Perturbation Size,h=sha1,3,0.682
14,Cora-ML,Perturbation Size,h=sha1,4,0.677
14,Cora-ML,Perturbation Size,h=sha1,5,0.677
14,Cora-ML,Perturbation Size,h=sha1,6,0.675
14,Cora-ML,Perturbation Size,h=sha1,7,0.667
14,Cora-ML,Perturbation Size,h=sha1,8,0.662
14,Cora-ML,Perturbation Size,h=sha1,9,0.657
14,Cora-ML,Perturbation Size,h=sha1,10,0.652
14,Cora-ML,Perturbation Size,h=sha1,11,0.648
14,Cora-ML,Perturbation Size,h=sha1,12,0.641
14,Cora-ML,Perturbation Size,h=sha1,13,0.639
14,Cora-ML,Perturbation Size,h=sha1,14,0.638
14,Cora-ML,Perturbation Size,h=sha1,15,0.634
14,Cora-ML,Perturbation Size,h=sha1,16,0.633
14,Cora-ML,Perturbation Size,h=sha1,17,0.626
14,Cora-ML,Perturbation Size,h=sha1,18,0.622
14,Cora-ML,Perturbation Size,h=sha1,19,0.62
14,Cora-ML,Perturbation Size,h=sha1,20,0.615
14,Cora-ML,Perturbation Size,h=sha1,21,0.606
14,Cora-ML,Perturbation Size,h=sha1,22,0.599
14,Cora-ML,Perturbation Size,h=sha1,23,0.594
14,Cora-ML,Perturbation Size,h=sha1,24,0.585
14,Cora-ML,Perturbation Size,h=sha1,25,0.574
14,Cora-ML,Perturbation Size,h=sha1,26,0.554
14,Cora-ML,Perturbation Size,h=sha1,27,0.515
14,Cora-ML,Perturbation Size,h=sha1,28,0.439
14,Cora-ML,Perturbation Size,h=sha1,29,0.031
14,Cora-ML,Perturbation Size,h=sha256,0,0.739
14,Cora-ML,Perturbation Size,h=sha256,1,0.739
14,Cora-ML,Perturbation Size,h=sha256,2,0.737
14,Cora-ML,Perturbation Size,h=sha256,3,0.731
14,Cora-ML,Perturbation Size,h=sha256,4,0.725
14,Cora-ML,Perturbation Size,h=sha256,5,0.725
14,Cora-ML,Perturbation Size,h=sha256,6,0.722
14,Cora-ML,Perturbation Size,h=sha256,7,0.715
14,Cora-ML,Perturbation Size,h=sha256,8,0.71
14,Cora-ML,Perturbation Size,h=sha256,9,0.694
14,Cora-ML,Perturbation Size,h=sha256,10,0.683
14,Cora-ML,Perturbation Size,h=sha256,11,0.68
14,Cora-ML,Perturbation Size,h=sha256,12,0.674
14,Cora-ML,Perturbation Size,h=sha256,13,0.67
14,Cora-ML,Perturbation Size,h=sha256,14,0.67
14,Cora-ML,Perturbation Size,h=sha256,15,0.666
14,Cora-ML,Perturbation Size,h=sha256,16,0.666
14,Cora-ML,Perturbation Size,h=sha256,17,0.659
14,Cora-ML,Perturbation Size,h=sha256,18,0.652
14,Cora-ML,Perturbation Size,h=sha256,19,0.649
14,Cora-ML,Perturbation Size,h=sha256,20,0.645
14,Cora-ML,Perturbation Size,h=sha256,21,0.636
14,Cora-ML,Perturbation Size,h=sha256,22,0.629
14,Cora-ML,Perturbation Size,h=sha256,23,0.624
14,Cora-ML,Perturbation Size,h=sha256,24,0.615
14,Cora-ML,Perturbation Size,h=sha256,25,0.602
14,Cora-ML,Perturbation Size,h=sha256,26,0.583
14,Cora-ML,Perturbation Size,h=sha256,27,0.543
14,Cora-ML,Perturbation Size,h=sha256,28,0.356
14,Cora-ML,Perturbation Size,h=sha256,29,0.045
14,Citeseer,Perturbation Size,h=md5,1,0.682
14,Citeseer,Perturbation Size,h=md5,2,0.676
14,Citeseer,Perturbation Size,h=md5,3,0.672
14,Citeseer,Perturbation Size,h=md5,4,0.669
14,Citeseer,Perturbation Size,h=md5,5,0.664
14,Citeseer,Perturbation Size,h=md5,6,0.66
14,Citeseer,Perturbation Size,h=md5,7,0.655
14,Citeseer,Perturbation Size,h=md5,8,0.651
14,Citeseer,Perturbation Size,h=md5,9,0.641
14,Citeseer,Perturbation Size,h=md5,10,0.63
14,Citeseer,Perturbation Size,h=md5,11,0.623
14,Citeseer,Perturbation Size,h=md5,12,0.618
14,Citeseer,Perturbation Size,h=md5,13,0.614
14,Citeseer,Perturbation Size,h=md5,14,0.607
14,Citeseer,Perturbation Size,h=md5,15,0.598
14,Citeseer,Perturbation Size,h=md5,16,0.591
14,Citeseer,Perturbation Size,h=md5,17,0.59
14,Citeseer,Perturbation Size,h=md5,18,0.586
14,Citeseer,Perturbation Size,h=md5,19,0.575
14,Citeseer,Perturbation Size,h=md5,20,0.57
14,Citeseer,Perturbation Size,h=md5,21,0.561
14,Citeseer,Perturbation Size,h=md5,22,0.552
14,Citeseer,Perturbation Size,h=md5,23,0.545
14,Citeseer,Perturbation Size,h=md5,24,0.536
14,Citeseer,Perturbation Size,h=md5,25,0.522
14,Citeseer,Perturbation Size,h=md5,26,0.508
14,Citeseer,Perturbation Size,h=md5,27,0.471
14,Citeseer,Perturbation Size,h=md5,28,0.398
14,Citeseer,Perturbation Size,h=md5,32,0.914
14,Citeseer,Perturbation Size,h=md5,33,0.914
14,Citeseer,Perturbation Size,h=md5,34,0.914
14,Citeseer,Perturbation Size,h=md5,35,0.914
14,Citeseer,Perturbation Size,h=md5,36,0.914
14,Citeseer,Perturbation Size,h=sha1,0,0.68
14,Citeseer,Perturbation Size,h=sha1,1,0.683
14,Citeseer,Perturbation Size,h=sha1,2,0.678
14,Citeseer,Perturbation Size,h=sha1,3,0.671
14,Citeseer,Perturbation Size,h=sha1,4,0.669
14,Citeseer,Perturbation Size,h=sha1,5,0.662
14,Citeseer,Perturbation Size,h=sha1,6,0.655
14,Citeseer,Perturbation Size,h=sha1,7,0.651
14,Citeseer,Perturbation Size,h=sha1,8,0.645
14,Citeseer,Perturbation Size,h=sha1,9,0.637
14,Citeseer,Perturbation Size,h=sha1,10,0.641
14,Citeseer,Perturbation Size,h=sha1,11,0.634
14,Citeseer,Perturbation Size,h=sha1,12,0.634
14,Citeseer,Perturbation Size,h=sha1,13,0.625
14,Citeseer,Perturbation Size,h=sha1,14,0.623
14,Citeseer,Perturbation Size,h=sha1,15,0.613
14,Citeseer,Perturbation Size,h=sha1,16,0.582
14,Citeseer,Perturbation Size,h=sha1,17,0.577
14,Citeseer,Perturbation Size,h=sha1,18,0.575
14,Citeseer,Perturbation Size,h=sha1,19,0.566
14,Citeseer,Perturbation Size,h=sha1,20,0.559
14,Citeseer,Perturbation Size,h=sha1,21,0.549
14,Citeseer,Perturbation Size,h=sha1,22,0.54
14,Citeseer,Perturbation Size,h=sha1,23,0.533
14,Citeseer,Perturbation Size,h=sha1,24,0.524
14,Citeseer,Perturbation Size,h=sha1,25,0.51
14,Citeseer,Perturbation Size,h=sha1,26,0.497
14,Citeseer,Perturbation Size,h=sha1,27,0.46
14,Citeseer,Perturbation Size,h=sha1,28,0.386
14,Citeseer,Perturbation Size,h=sha1,32,0.817
14,Citeseer,Perturbation Size,h=sha1,34,0.818
14,Citeseer,Perturbation Size,h=sha1,35,0.817
14,Citeseer,Perturbation Size,h=sha256,0,0.695
14,Citeseer,Perturbation Size,h=sha256,1,0.662
14,Citeseer,Perturbation Size,h=sha256,2,0.656
14,Citeseer,Perturbation Size,h=sha256,3,0.683
14,Citeseer,Perturbation Size,h=sha256,4,0.657
14,Citeseer,Perturbation Size,h=sha256,5,0.647
14,Citeseer,Perturbation Size,h=sha256,6,0.641
14,Citeseer,Perturbation Size,h=sha256,7,0.648
14,Citeseer,Perturbation Size,h=sha256,8,0.641
14,Citeseer,Perturbation Size,h=sha256,9,0.618
14,Citeseer,Perturbation Size,h=sha256,10,0.6
14,Citeseer,Perturbation Size,h=sha256,11,0.595
14,Citeseer,Perturbation Size,h=sha256,12,0.589
14,Citeseer,Perturbation Size,h=sha256,13,0.584
14,Citeseer,Perturbation Size,h=sha256,14,0.577
14,Citeseer,Perturbation Size,h=sha256,15,0.567
14,Citeseer,Perturbation Size,h=sha256,16,0.562
14,Citeseer,Perturbation Size,h=sha256,17,0.557
14,Citeseer,Perturbation Size,h=sha256,18,0.555
14,Citeseer,Perturbation Size,h=sha256,19,0.544
14,Citeseer,Perturbation Size,h=sha256,20,0.537
14,Citeseer,Perturbation Size,h=sha256,21,0.528
14,Citeseer,Perturbation Size,h=sha256,22,0.521
14,Citeseer,Perturbation Size,h=sha256,23,0.514
14,Citeseer,Perturbation Size,h=sha256,24,0.505
14,Citeseer,Perturbation Size,h=sha256,25,0.492
14,Citeseer,Perturbation Size,h=sha256,26,0.479
14,Citeseer,Perturbation Size,h=sha256,27,0.437
14,Citeseer,Perturbation Size,h=sha256,28,0.26
14,Citeseer,Perturbation Size,h=sha256,29,0.005
14,Pubmed,Perturbation Size,h=md5,1,0.821
14,Pubmed,Perturbation Size,h=md5,2,0.839
14,Pubmed,Perturbation Size,h=md5,3,0.818
14,Pubmed,Perturbation Size,h=md5,4,0.837
14,Pubmed,Perturbation Size,h=md5,5,0.816
14,Pubmed,Perturbation Size,h=md5,6,0.815
14,Pubmed,Perturbation Size,h=md5,7,0.811
14,Pubmed,Perturbation Size,h=md5,8,0.829
14,Pubmed,Perturbation Size,h=md5,9,0.809
14,Pubmed,Perturbation Size,h=md5,10,0.825
14,Pubmed,Perturbation Size,h=md5,11,0.822
14,Pubmed,Perturbation Size,h=md5,12,0.801
14,Pubmed,Perturbation Size,h=md5,13,0.817
14,Pubmed,Perturbation Size,h=md5,14,0.8
14,Pubmed,Perturbation Size,h=md5,21,0.8
14,Pubmed,Perturbation Size,h=md5,25,0.77
14,Pubmed,Perturbation Size,h=md5,26,0.756
14,Pubmed,Perturbation Size,h=md5,27,0.731
14,Pubmed,Perturbation Size,h=md5,28,0.545
14,Pubmed,Perturbation Size,h=sha1,0,0.832
14,Pubmed,Perturbation Size,h=sha1,1,0.828
14,Pubmed,Perturbation Size,h=sha1,2,0.828
14,Pubmed,Perturbation Size,h=sha1,3,0.828
14,Pubmed,Perturbation Size,h=sha1,4,0.825
14,Pubmed,Perturbation Size,h=sha1,5,0.825
14,Pubmed,Perturbation Size,h=sha1,6,0.823
14,Pubmed,Perturbation Size,h=sha1,7,0.821
14,Pubmed,Perturbation Size,h=sha1,8,0.818
14,Pubmed,Perturbation Size,h=sha1,9,0.818
14,Pubmed,Perturbation Size,h=sha1,10,0.823
14,Pubmed,Perturbation Size,h=sha1,11,0.809
14,Pubmed,Perturbation Size,h=sha1,12,0.81
14,Pubmed,Perturbation Size,h=sha1,13,0.802
14,Pubmed,Perturbation Size,h=sha1,14,0.808
14,Pubmed,Perturbation Size,h=sha1,15,0.787
14,Pubmed,Perturbation Size,h=sha1,16,0.814
14,Pubmed,Perturbation Size,h=sha1,17,0.811
14,Pubmed,Perturbation Size,h=sha1,18,0.779
14,Pubmed,Perturbation Size,h=sha1,19,0.777
14,Pubmed,Perturbation Size,h=sha1,20,0.801
14,Pubmed,Perturbation Size,h=sha1,21,0.77
14,Pubmed,Perturbation Size,h=sha1,22,0.791
14,Pubmed,Perturbation Size,h=sha1,23,0.786
14,Pubmed,Perturbation Size,h=sha1,24,0.779
14,Pubmed,Perturbation Size,h=sha1,25,0.772
14,Pubmed,Perturbation Size,h=sha1,26,0.759
14,Pubmed,Perturbation Size,h=sha1,27,0.731
14,Pubmed,Perturbation Size,h=sha1,28,0.66
14,Pubmed,Perturbation Size,h=sha1,29,0.092
14,Pubmed,Perturbation Size,h=sha256,0,0.854
14,Pubmed,Perturbation Size,h=sha256,1,0.849
14,Pubmed,Perturbation Size,h=sha256,2,0.849
14,Pubmed,Perturbation Size,h=sha256,3,0.847
14,Pubmed,Perturbation Size,h=sha256,4,0.847
14,Pubmed,Perturbation Size,h=sha256,5,0.845
14,Pubmed,Perturbation Size,h=sha256,6,0.841
14,Pubmed,Perturbation Size,h=sha256,7,0.84
14,Pubmed,Perturbation Size,h=sha256,8,0.839
14,Pubmed,Perturbation Size,h=sha256,9,0.825
14,Pubmed,Perturbation Size,h=sha256,10,0.816
14,Pubmed,Perturbation Size,h=sha256,11,0.811
14,Pubmed,Perturbation Size,h=sha256,12,0.81
14,Pubmed,Perturbation Size,h=sha256,13,0.809
14,Pubmed,Perturbation Size,h=sha256,14,0.806
14,Pubmed,Perturbation Size,h=sha256,15,0.803
14,Pubmed,Perturbation Size,h=sha256,16,0.799
14,Pubmed,Perturbation Size,h=sha256,17,0.797
14,Pubmed,Perturbation Size,h=sha256,18,0.794
14,Pubmed,Perturbation Size,h=sha256,19,0.792
14,Pubmed,Perturbation Size,h=sha256,20,0.787
14,Pubmed,Perturbation Size,h=sha256,21,0.785
14,Pubmed,Perturbation Size,h=sha256,22,0.778
14,Pubmed,Perturbation Size,h=sha256,23,0.774
14,Pubmed,Perturbation Size,h=sha256,24,0.767
14,Pubmed,Perturbation Size,h=sha256,25,0.759
14,Pubmed,Perturbation Size,h=sha256,26,0.745
14,Pubmed,Perturbation Size,h=sha256,27,0.713
14,Pubmed,Perturbation Size,h=sha256,28,0.513
14,Pubmed,Perturbation Size,h=sha256,29,0.111
14,Amazon-C,Perturbation Size,h=md5,0,0.805
14,Amazon-C,Perturbation Size,h=md5,1,0.802
14,Amazon-C,Perturbation Size,h=md5,2,0.798
14,Amazon-C,Perturbation Size,h=md5,3,0.795
14,Amazon-C,Perturbation Size,h=md5,4,0.791
14,Amazon-C,Perturbation Size,h=md5,5,0.787
14,Amazon-C,Perturbation Size,h=md5,6,0.784
14,Amazon-C,Perturbation Size,h=md5,7,0.779
14,Amazon-C,Perturbation Size,h=md5,8,0.777
14,Amazon-C,Perturbation Size,h=md5,9,0.771
14,Amazon-C,Perturbation Size,h=md5,10,0.763
14,Amazon-C,Perturbation Size,h=md5,11,0.775
14,Amazon-C,Perturbation Size,h=md5,12,0.77
14,Amazon-C,Perturbation Size,h=md5,13,0.761
14,Amazon-C,Perturbation Size,h=md5,14,0.754
14,Amazon-C,Perturbation Size,h=md5,15,0.748
14,Amazon-C,Perturbation Size,h=md5,16,0.741
14,Amazon-C,Perturbation Size,h=md5,17,0.734
14,Amazon-C,Perturbation Size,h=md5,18,0.728
14,Amazon-C,Perturbation Size,h=md5,19,0.723
14,Amazon-C,Perturbation Size,h=md5,20,0.715
14,Amazon-C,Perturbation Size,h=md5,21,0.705
14,Amazon-C,Perturbation Size,h=md5,25,0.648
14,Amazon-C,Perturbation Size,h=md5,26,0.623
14,Amazon-C,Perturbation Size,h=md5,27,0.552
14,Amazon-C,Perturbation Size,h=md5,28,0.355
14,Amazon-C,Perturbation Size,h=sha1,0,0.816
14,Amazon-C,Perturbation Size,h=sha1,1,0.814
14,Amazon-C,Perturbation Size,h=sha1,2,0.808
14,Amazon-C,Perturbation Size,h=sha1,3,0.807
14,Amazon-C,Perturbation Size,h=sha1,4,0.805
14,Amazon-C,Perturbation Size,h=sha1,5,0.8
14,Amazon-C,Perturbation Size,h=sha1,6,0.793
14,Amazon-C,Perturbation Size,h=sha1,7,0.791
14,Amazon-C,Perturbation Size,h=sha1,8,0.786
14,Amazon-C,Perturbation Size,h=sha1,9,0.779
14,Amazon-C,Perturbation Size,h=sha1,10,0.782
14,Amazon-C,Perturbation Size,h=sha1,11,0.77
14,Amazon-C,Perturbation Size,h=sha1,12,0.766
14,Amazon-C,Perturbation Size,h=sha1,13,0.762
14,Amazon-C,Perturbation Size,h=sha1,14,0.751
14,Amazon-C,Perturbation Size,h=sha1,15,0.749
14,Amazon-C,Perturbation Size,h=sha1,16,0.743
14,Amazon-C,Perturbation Size,h=sha1,17,0.736
14,Amazon-C,Perturbation Size,h=sha1,18,0.729
14,Amazon-C,Perturbation Size,h=sha1,19,0.724
14,Amazon-C,Perturbation Size,h=sha1,20,0.715
14,Amazon-C,Perturbation Size,h=sha1,21,0.705
14,Amazon-C,Perturbation Size,h=sha1,22,0.694
14,Amazon-C,Perturbation Size,h=sha1,23,0.683
14,Amazon-C,Perturbation Size,h=sha1,24,0.667
14,Amazon-C,Perturbation Size,h=sha1,25,0.648
14,Amazon-C,Perturbation Size,h=sha1,26,0.623
14,Amazon-C,Perturbation Size,h=sha1,27,0.584
14,Amazon-C,Perturbation Size,h=sha1,28,0.497
14,Amazon-C,Perturbation Size,h=sha256,0,0.833
14,Amazon-C,Perturbation Size,h=sha256,1,0.83
14,Amazon-C,Perturbation Size,h=sha256,2,0.824
14,Amazon-C,Perturbation Size,h=sha256,3,0.822
14,Amazon-C,Perturbation Size,h=sha256,4,0.818
14,Amazon-C,Perturbation Size,h=sha256,5,0.815
14,Amazon-C,Perturbation Size,h=sha256,6,0.809
14,Amazon-C,Perturbation Size,h=sha256,7,0.807
14,Amazon-C,Perturbation Size,h=sha256,8,0.802
14,Amazon-C,Perturbation Size,h=sha256,9,0.784
14,Amazon-C,Perturbation Size,h=sha256,10,0.766
14,Amazon-C,Perturbation Size,h=sha256,11,0.759
14,Amazon-C,Perturbation Size,h=sha256,12,0.754
14,Amazon-C,Perturbation Size,h=sha256,13,0.745
14,Amazon-C,Perturbation Size,h=sha256,14,0.737
14,Amazon-C,Perturbation Size,h=sha256,15,0.732
14,Amazon-C,Perturbation Size,h=sha256,16,0.725
14,Amazon-C,Perturbation Size,h=sha256,17,0.718
14,Amazon-C,Perturbation Size,h=sha256,18,0.711
14,Amazon-C,Perturbation Size,h=sha256,19,0.707
14,Amazon-C,Perturbation Size,h=sha256,20,0.698
14,Amazon-C,Perturbation Size,h=sha256,21,0.689
14,Amazon-C,Perturbation Size,h=sha256,22,0.677
14,Amazon-C,Perturbation Size,h=sha256,23,0.666
14,Amazon-C,Perturbation Size,h=sha256,24,0.652
14,Amazon-C,Perturbation Size,h=sha256,25,0.633
14,Amazon-C,Perturbation Size,h=sha256,26,0.606
14,Amazon-C,Perturbation Size,h=sha256,27,0.57
14,Amazon-C,Perturbation Size,h=sha256,28,0.395
14,Amazon-C,Perturbation Size,h=sha256,29,0.002
15,Cora-ML,Perturbation Size,h=md5,0,0.671
15,Cora-ML,Perturbation Size,h=md5,1,0.671
15,Cora-ML,Perturbation Size,h=md5,2,0.669
15,Cora-ML,Perturbation Size,h=md5,3,0.664
15,Cora-ML,Perturbation Size,h=md5,4,0.662
15,Cora-ML,Perturbation Size,h=md5,5,0.66
15,Cora-ML,Perturbation Size,h=md5,6,0.657
15,Cora-ML,Perturbation Size,h=md5,7,0.653
15,Cora-ML,Perturbation Size,h=md5,8,0.653
15,Cora-ML,Perturbation Size,h=md5,9,0.646
15,Cora-ML,Perturbation Size,h=md5,10,0.644
15,Cora-ML,Perturbation Size,h=md5,11,0.645
15,Cora-ML,Perturbation Size,h=md5,12,0.637
15,Cora-ML,Perturbation Size,h=md5,13,0.631
15,Cora-ML,Perturbation Size,h=md5,14,0.634
15,Cora-ML,Perturbation Size,h=md5,15,0.621
15,Cora-ML,Perturbation Size,h=md5,16,0.621
15,Cora-ML,Perturbation Size,h=md5,17,0.616
15,Cora-ML,Perturbation Size,h=md5,18,0.61
15,Cora-ML,Perturbation Size,h=md5,19,0.608
15,Cora-ML,Perturbation Size,h=md5,20,0.602
15,Cora-ML,Perturbation Size,h=md5,21,0.593
15,Cora-ML,Perturbation Size,h=md5,22,0.586
15,Cora-ML,Perturbation Size,h=md5,23,0.582
15,Cora-ML,Perturbation Size,h=md5,24,0.572
15,Cora-ML,Perturbation Size,h=md5,25,0.561
15,Cora-ML,Perturbation Size,h=md5,26,0.54
15,Cora-ML,Perturbation Size,h=md5,27,0.52
15,Cora-ML,Perturbation Size,h=md5,28,0.363
15,Cora-ML,Perturbation Size,h=sha1,0,0.649
15,Cora-ML,Perturbation Size,h=sha1,1,0.649
15,Cora-ML,Perturbation Size,h=sha1,2,0.647
15,Cora-ML,Perturbation Size,h=sha1,3,0.645
15,Cora-ML,Perturbation Size,h=sha1,4,0.64
15,Cora-ML,Perturbation Size,h=sha1,5,0.64
15,Cora-ML,Perturbation Size,h=sha1,6,0.638
15,Cora-ML,Perturbation Size,h=sha1,7,0.632
