figure,dataset,x_axis,curve,x,certified_accuracy
3,Cora-ML,Perturbation Size,S=80,0,0.663
3,Cora-ML,Perturbation Size,S=80,1,0.663
3,Cora-ML,Perturbation Size,S=80,2,0.661
3,Cora-ML,Perturbation Size,S=80,3,0.659
3,Cora-ML,Perturbation Size,S=80,4,0.655
3,Cora-ML,Perturbation Size,S=80,5,0.649
3,Cora-ML,Perturbation Size,S=80,6,0.649
3,Cora-ML,Perturbation Size,S=80,7,0.649
3,Cora-ML,Perturbation Size,S=80,8,0.648
3,Cora-ML,Perturbation Size,S=80,9,0.646
3,Cora-ML,Perturbation Size,S=80,10,0.645
3,Cora-ML,Perturbation Size,S=80,11,0.644
3,Cora-ML,Perturbation Size,S=80,12,0.643
3,Cora-ML,Perturbation Size,S=80,13,0.641
3,Cora-ML,Perturbation Size,S=80,14,0.637
3,Cora-ML,Perturbation Size,S=80,15,0.636
3,Cora-ML,Perturbation Size,S=80,16,0.636
3,Cora-ML,Perturbation Size,S=80,17,0.629
3,Cora-ML,Perturbation Size,S=80,18,0.626
3,Cora-ML,Perturbation Size,S=80,36,0.721
3,Cora-ML,Perturbation Size,S=80,37,0.721
3,Cora-ML,Perturbation Size,S=80,38,0.721
3,Cora-ML,Perturbation Size,S=80,39,0.721
3,Cora-ML,Perturbation Size,S=60,0,0.685
3,Cora-ML,Perturbation Size,S=60,1,0.685
3,Cora-ML,Perturbation Size,S=60,2,0.683
3,Cora-ML,Perturbation Size,S=60,3,0.678
3,Cora-ML,Perturbation Size,S=60,4,0.676
3,Cora-ML,Perturbation Size,S=60,5,0.674
3,Cora-ML,Perturbation Size,S=60,6,0.671
3,Cora-ML,Perturbation Size,S=60,7,0.664
3,Cora-ML,Perturbation Size,S=60,8,0.66
3,Cora-ML,Perturbation Size,S=60,9,0.657
3,Cora-ML,Perturbation Size,S=60,10,0.654
3,Cora-ML,Perturbation Size,S=60,11,0.653
3,Cora-ML,Perturbation Size,S=60,12,0.651
3,Cora-ML,Perturbation Size,S=60,13,0.634
3,Cora-ML,Perturbation Size,S=60,14,0.632
3,Cora-ML,Perturbation Size,S=60,15,0.62
3,Cora-ML,Perturbation Size,S=60,16,0.62
3,Cora-ML,Perturbation Size,S=60,17,0.614
3,Cora-ML,Perturbation Size,S=60,18,0.609
3,Cora-ML,Perturbation Size,S=60,36,0.817
3,Cora-ML,Perturbation Size,S=60,37,0.817
3,Cora-ML,Perturbation Size,S=60,38,0.817
3,Cora-ML,Perturbation Size,S=60,39,0.817
3,Cora-ML,Perturbation Size,S=40,1,0.695
3,Cora-ML,Perturbation Size,S=40,2,0.692
3,Cora-ML,Perturbation Size,S=40,3,0.687
3,Cora-ML,Perturbation Size,S=40,4,0.683
3,Cora-ML,Perturbation Size,S=40,5,0.66
3,Cora-ML,Perturbation Size,S=40,6,0.657
3,Cora-ML,Perturbation Size,S=40,7,0.641
3,Cora-ML,Perturbation Size,S=40,8,0.641
3,Cora-ML,Perturbation Size,S=40,9,0.637
3,Cora-ML,Perturbation Size,S=40,10,0.633
3,Cora-ML,Perturbation Size,S=40,11,0.63
3,Cora-ML,Perturbation Size,S=40,12,0.621
3,Cora-ML,Perturbation Size,S=40,13,0.616
3,Cora-ML,Perturbation Size,S=40,14,0.607
3,Cora-ML,Perturbation Size,S=40,15,0.595
3,Cora-ML,Perturbation Size,S=40,16,0.568
3,Cora-ML,Perturbation Size,S=40,17,0.539
3,Cora-ML,Perturbation Size,S=40,18,0.463
3,Cora-ML,Perturbation Size,S=40,35,0.914
3,Cora-ML,Perturbation Size,S=40,36,0.914
3,Cora-ML,Perturbation Size,S=40,37,0.914
3,Cora-ML,Perturbation Size,S=40,38,0.914
3,Cora-ML,Perturbation Size,S=40,39,0.914
3,Citeseer,Perturbation Size,S=80,0,0.668
3,Citeseer,Perturbation Size,S=80,1,0.666
3,Citeseer,Perturbation Size,S=80,2,0.666
3,Citeseer,Perturbation Size,S=80,3,0.666
3,Citeseer,Perturbation Size,S=80,4,0.666
3,Citeseer,Perturbation Size,S=80,5,0.663
3,Citeseer,Perturbation Size,S=80,6,0.66
3,Citeseer,Perturbation Size,S=80,7,0.66
3,Citeseer,Perturbation Size,S=80,8,0.661
3,Citeseer,Perturbation Size,S=80,9,0.66
3,Citeseer,Perturbation Size,S=80,10,0.655
3,Citeseer,Perturbation Size,S=80,11,0.654
3,Citeseer,Perturbation Size,S=80,12,0.651
3,Citeseer,Perturbation Size,S=80,13,0.646
3,Citeseer,Perturbation Size,S=80,14,0.641
3,Citeseer,Perturbation Size,S=80,15,0.638
3,Citeseer,Perturbation Size,S=80,16,0.633
3,Citeseer,Perturbation Size,S=80,36,0.721
3,Citeseer,Perturbation Size,S=80,37,0.721
3,Citeseer,Perturbation Size,S=80,38,0.721
3,Citeseer,Perturbation Size,S=80,39,0.721
3,Citeseer,Perturbation Size,S=60,0,0.685
3,Citeseer,Perturbation Size,S=60,1,0.68
3,Citeseer,Perturbation Size,S=60,2,0.678
3,Citeseer,Perturbation Size,S=60,3,0.653
3,Citeseer,Perturbation Size,S=60,4,0.653
3,Citeseer,Perturbation Size,S=60,5,0.651
3,Citeseer,Perturbation Size,S=60,6,0.648
3,Citeseer,Perturbation Size,S=60,7,0.645
3,Citeseer,Perturbation Size,S=60,8,0.639
3,Citeseer,Perturbation Size,S=60,9,0.632
3,Citeseer,Perturbation Size,S=60,10,0.626
3,Citeseer,Perturbation Size,S=60,11,0.618
3,Citeseer,Perturbation Size,S=60,12,0.611
3,Citeseer,Perturbation Size,S=60,13,0.607
3,Citeseer,Perturbation Size,S=60,14,0.602
3,Citeseer,Perturbation Size,S=60,15,0.595
3,Citeseer,Perturbation Size,S=60,16,0.59
3,Citeseer,Perturbation Size,S=60,36,0.817
3,Citeseer,Perturbation Size,S=60,37,0.817
3,Citeseer,Perturbation Size,S=60,38,0.817
3,Citeseer,Perturbation Size,S=60,39,0.817
3,Citeseer,Perturbation Size,S=40,1,0.68
3,Citeseer,Perturbation Size,S=40,2,0.653
3,Citeseer,Perturbation Size,S=40,3,0.648
3,Citeseer,Perturbation Size,S=40,4,0.644
3,Citeseer,Perturbation Size,S=40,5,0.64
3,Citeseer,Perturbation Size,S=40,6,0.637
3,Citeseer,Perturbation Size,S=40,7,0.633
3,Citeseer,Perturbation Size,S=40,8,0.625
3,Citeseer,Perturbation Size,S=40,9,0.618
3,Citeseer,Perturbation Size,S=40,10,0.611
3,Citeseer,Perturbation Size,S=40,11,0.602
3,Citeseer,Perturbation Size,S=40,12,0.595
3,Citeseer,Perturbation Size,S=40,13,0.59
3,Citeseer,Perturbation Size,S=40,14,0.579
3,Citeseer,Perturbation Size,S=40,15,0.563
3,Citeseer,Perturbation Size,S=40,16,0.547
3,Citeseer,Perturbation Size,S=40,35,0.914
3,Citeseer,Perturbation Size,S=40,36,0.914
3,Citeseer,Perturbation Size,S=40,37,0.914
3,Citeseer,Perturbation Size,S=40,38,0.914
3,Citeseer,Perturbation Size,S=40,39,0.914
3,Pubmed,Perturbation Size,S=80,0,0.836
3,Pubmed,Perturbation Size,S=80,2,0.1
3,Pubmed,Perturbation Size,S=80,3,0.1
3,Pubmed,Perturbation Size,S=80,4,0.1
3,Pubmed,Perturbation Size,S=80,5,0.1
3,Pubmed,Perturbation Size,S=80,6,0.1
3,Pubmed,Perturbation Size,S=80,38,0.326
3,Pubmed,Perturbation Size,S=80,39,0.03
3,Pubmed,Perturbation Size,S=80,40,0.007
3,Pubmed,Perturbation Size,S=80,41,0.007
3,Pubmed,Perturbation Size,S=80,42,0.007
3,Pubmed,Perturbation Size,S=80,43,0.007
3,Pubmed,Perturbation Size,S=80,44,0.007
3,Pubmed,Perturbation Size,S=80,45,0.007
3,Pubmed,Perturbation Size,S=80,46,0.007
3,Pubmed,Perturbation Size,S=80,47,0.005
3,Pubmed,Perturbation Size,S=80,48,0.007
3,Pubmed,Perturbation Size,S=60,0,0.823
3,Pubmed,Perturbation Size,S=60,2,0.197
3,Pubmed,Perturbation Size,S=60,3,0.197
3,Pubmed,Perturbation Size,S=60,4,0.197
3,Pubmed,Perturbation Size,S=60,5,0.197
3,Pubmed,Perturbation Size,S=60,6,0.197
3,Pubmed,Perturbation Size,S=60,28,0.53
3,Pubmed,Perturbation Size,S=60,29,0.12
3,Pubmed,Perturbation Size,S=60,30,0.005
3,Pubmed,Perturbation Size,S=60,31,0.005
3,Pubmed,Perturbation Size,S=60,32,0.005
3,Pubmed,Perturbation Size,S=60,33,0.005
3,Pubmed,Perturbation Size,S=60,34,0.005
3,Pubmed,Perturbation Size,S=60,35,0.005
3,Pubmed,Perturbation Size,S=60,36,0.005
3,Pubmed,Perturbation Size,S=60,37,0.005
3,Pubmed,Perturbation Size,S=60,38,0.005
3,Pubmed,Perturbation Size,S=60,40,0.016
3,Pubmed,Perturbation Size,S=60,41,0.016
3,Pubmed,Perturbation Size,S=60,42,0.016
3,Pubmed,Perturbation Size,S=60,43,0.016
3,Pubmed,Perturbation Size,S=60,44,0.015
3,Pubmed,Perturbation Size,S=60,45,0.014
3,Pubmed,Perturbation Size,S=60,46,0.014
3,Pubmed,Perturbation Size,S=60,47,0.014
3,Pubmed,Perturbation Size,S=60,48,0.015
3,Pubmed,Perturbation Size,S=40,0,0.857
3,Pubmed,Perturbation Size,S=40,2,0.293
3,Pubmed,Perturbation Size,S=40,3,0.293
3,Pubmed,Perturbation Size,S=40,4,0.293
3,Pubmed,Perturbation Size,S=40,5,0.293
3,Pubmed,Perturbation Size,S=40,6,0.293
3,Pubmed,Perturbation Size,S=40,19,0.205
3,Pubmed,Perturbation Size,S=40,20,0.016
3,Pubmed,Perturbation Size,S=40,21,0.007
3,Pubmed,Perturbation Size,S=40,22,0.007
3,Pubmed,Perturbation Size,S=40,23,0.007
3,Pubmed,Perturbation Size,S=40,24,0.007
3,Pubmed,Perturbation Size,S=40,25,0.007
3,Pubmed,Perturbation Size,S=40,26,0.007
3,Pubmed,Perturbation Size,S=40,27,0.007
3,Pubmed,Perturbation Size,S=40,28,0.007
3,Pubmed,Perturbation Size,S=40,29,0.007
3,Pubmed,Perturbation Size,S=40,30,0.01
3,Pubmed,Perturbation Size,S=40,31,0.009
3,Pubmed,Perturbation Size,S=40,32,0.009
3,Pubmed,Perturbation Size,S=40,33,0.009
3,Pubmed,Perturbation Size,S=40,34,0.009
3,Pubmed,Perturbation Size,S=40,35,0.009
3,Pubmed,Perturbation Size,S=40,36,0.009
3,Pubmed,Perturbation Size,S=40,37,0.009
3,Pubmed,Perturbation Size,S=40,38,0.01
3,Amazon-C,Perturbation Size,S=80,0,0.794
3,Amazon-C,Perturbation Size,S=80,1,0.792
3,Amazon-C,Perturbation Size,S=80,2,0.787
3,Amazon-C,Perturbation Size,S=80,3,0.785
3,Amazon-C,Perturbation Size,S=80,4,0.785
3,Amazon-C,Perturbation Size,S=80,5,0.783
3,Amazon-C,Perturbation Size,S=80,6,0.779
3,Amazon-C,Perturbation Size,S=80,7,0.775
3,Amazon-C,Perturbation Size,S=80,8,0.772
3,Amazon-C,Perturbation Size,S=80,9,0.77
3,Amazon-C,Perturbation Size,S=80,10,0.768
3,Amazon-C,Perturbation Size,S=80,11,0.763
3,Amazon-C,Perturbation Size,S=80,12,0.762
3,Amazon-C,Perturbation Size,S=80,13,0.759
3,Amazon-C,Perturbation Size,S=80,14,0.756
3,Amazon-C,Perturbation Size,S=80,15,0.751
3,Amazon-C,Perturbation Size,S=80,16,0.746
3,Amazon-C,Perturbation Size,S=60,0,0.816
3,Amazon-C,Perturbation Size,S=60,1,0.814
3,Amazon-C,Perturbation Size,S=60,2,0.809
3,Amazon-C,Perturbation Size,S=60,3,0.805
3,Amazon-C,Perturbation Size,S=60,4,0.802
3,Amazon-C,Perturbation Size,S=60,5,0.798
3,Amazon-C,Perturbation Size,S=60,6,0.792
3,Amazon-C,Perturbation Size,S=60,7,0.789
3,Amazon-C,Perturbation Size,S=60,8,0.784
3,Amazon-C,Perturbation Size,S=60,9,0.782
3,Amazon-C,Perturbation Size,S=60,10,0.777
3,Amazon-C,Perturbation Size,S=60,11,0.767
3,Amazon-C,Perturbation Size,S=60,12,0.762
3,Amazon-C,Perturbation Size,S=60,13,0.752
3,Amazon-C,Perturbation Size,S=60,14,0.741
3,Amazon-C,Perturbation Size,S=60,15,0.731
3,Amazon-C,Perturbation Size,S=60,16,0.726
3,Amazon-C,Perturbation Size,S=60,36,0.817
3,Amazon-C,Perturbation Size,S=60,37,0.817
3,Amazon-C,Perturbation Size,S=60,38,0.817
3,Amazon-C,Perturbation Size,S=60,39,0.817
3,Amazon-C,Perturbation Size,S=40,0,0.834
3,Amazon-C,Perturbation Size,S=40,1,0.828
3,Amazon-C,Perturbation Size,S=40,2,0.823
3,Amazon-C,Perturbation Size,S=40,3,0.814
3,Amazon-C,Perturbation Size,S=40,4,0.807
3,Amazon-C,Perturbation Size,S=40,5,0.802
3,Amazon-C,Perturbation Size,S=40,6,0.77
3,Amazon-C,Perturbation Size,S=40,7,0.766
3,Amazon-C,Perturbation Size,S=40,8,0.759
3,Amazon-C,Perturbation Size,S=40,9,0.748
3,Amazon-C,Perturbation Size,S=40,10,0.736
3,Amazon-C,Perturbation Size,S=40,11,0.722
3,Amazon-C,Perturbation Size,S=40,12,0.705
3,Amazon-C,Perturbation Size,S=40,13,0.692
3,Amazon-C,Perturbation Size,S=40,14,0.675
3,Amazon-C,Perturbation Size,S=40,15,0.653
3,Amazon-C,Perturbation Size,S=40,16,0.623
3,Amazon-C,Perturbation Size,S=40,35,0.914
3,Amazon-C,Perturbation Size,S=40,36,0.914
3,Amazon-C,Perturbation Size,S=40,37,0.914
3,Amazon-C,Perturbation Size,S=40,38,0.914
3,Amazon-C,Perturbation Size,S=40,39,0.914
4,Cora-ML,Perturbation Size,S=80,0,0.684
4,Cora-ML,Perturbation Size,S=80,1,0.683
4,Cora-ML,Perturbation Size,S=80,2,0.682
4,Cora-ML,Perturbation Size,S=80,3,0.678
4,Cora-ML,Perturbation Size,S=80,4,0.676
4,Cora-ML,Perturbation Size,S=80,5,0.672
4,Cora-ML,Perturbation Size,S=80,6,0.671
4,Cora-ML,Perturbation Size,S=80,7,0.67
4,Cora-ML,Perturbation Size,S=80,8,0.669
4,Cora-ML,Perturbation Size,S=80,9,0.667
4,Cora-ML,Perturbation Size,S=80,10,0.666
4,Cora-ML,Perturbation Size,S=80,11,0.664
4,Cora-ML,Perturbation Size,S=80,12,0.662
4,Cora-ML,Perturbation Size,S=80,13,0.66
4,Cora-ML,Perturbation Size,S=80,14,0.657
4,Cora-ML,Perturbation Size,S=80,15,0.654
4,Cora-ML,Perturbation Size,S=80,16,0.654
4,Cora-ML,Perturbation Size,S=80,17,0.649
4,Cora-ML,Perturbation Size,S=80,36,0.721
4,Cora-ML,Perturbation Size,S=80,37,0.721
4,Cora-ML,Perturbation Size,S=80,38,0.721
4,Cora-ML,Perturbation Size,S=80,39,0.721
4,Cora-ML,Perturbation Size,S=60,0,0.669
4,Cora-ML,Perturbation Size,S=60,1,0.669
4,Cora-ML,Perturbation Size,S=60,2,0.667
4,Cora-ML,Perturbation Size,S=60,3,0.664
4,Cora-ML,Perturbation Size,S=60,4,0.662
4,Cora-ML,Perturbation Size,S=60,5,0.66
4,Cora-ML,Perturbation Size,S=60,6,0.66
4,Cora-ML,Perturbation Size,S=60,7,0.657
4,Cora-ML,Perturbation Size,S=60,8,0.655
4,Cora-ML,Perturbation Size,S=60,9,0.651
4,Cora-ML,Perturbation Size,S=60,10,0.647
4,Cora-ML,Perturbation Size,S=60,11,0.646
4,Cora-ML,Perturbation Size,S=60,12,0.64
4,Cora-ML,Perturbation Size,S=60,13,0.637
4,Cora-ML,Perturbation Size,S=60,14,0.637
4,Cora-ML,Perturbation Size,S=60,15,0.63
4,Cora-ML,Perturbation Size,S=60,16,0.63
4,Cora-ML,Perturbation Size,S=60,17,0.625
4,Cora-ML,Perturbation Size,S=60,36,0.817
4,Cora-ML,Perturbation Size,S=60,37,0.817
4,Cora-ML,Perturbation Size,S=60,38,0.817
4,Cora-ML,Perturbation Size,S=60,39,0.817
4,Cora-ML,Perturbation Size,S=40,0,0.653
4,Cora-ML,Perturbation Size,S=40,1,0.653
4,Cora-ML,Perturbation Size,S=40,2,0.648
4,Cora-ML,Perturbation Size,S=40,3,0.646
4,Cora-ML,Perturbation Size,S=40,4,0.641
4,Cora-ML,Perturbation Size,S=40,5,0.632
4,Cora-ML,Perturbation Size,S=40,6,0.625
4,Cora-ML,Perturbation Size,S=40,7,0.618
4,Cora-ML,Perturbation Size,S=40,8,0.616
4,Cora-ML,Perturbation Size,S=40,9,0.609
4,Cora-ML,Perturbation Size,S=40,10,0.605
4,Cora-ML,Perturbation Size,S=40,11,0.6
4,Cora-ML,Perturbation Size,S=40,12,0.593
4,Cora-ML,Perturbation Size,S=40,13,0.586
4,Cora-ML,Perturbation Size,S=40,14,0.578
4,Cora-ML,Perturbation Size,S=40,15,0.568
4,Cora-ML,Perturbation Size,S=40,16,0.545
4,Cora-ML,Perturbation Size,S=40,17,0.515
4,Cora-ML,Perturbation Size,S=40,35,0.914
4,Cora-ML,Perturbation Size,S=40,36,0.914
4,Cora-ML,Perturbation Size,S=40,37,0.914
4,Cora-ML,Perturbation Size,S=40,38,0.914
4,Cora-ML,Perturbation Size,S=40,39,0.914
4,Citeseer,Perturbation Size,S=80,0,0.672
4,Citeseer,Perturbation Size,S=80,1,0.67
4,Citeseer,Perturbation Size,S=80,2,0.67
4,Citeseer,Perturbation Size,S=80,3,0.67
4,Citeseer,Perturbation Size,S=80,4,0.669
4,Citeseer,Perturbation Size,S=80,5,0.668
4,Citeseer,Perturbation Size,S=80,6,0.662
4,Citeseer,Perturbation Size,S=80,7,0.661
4,Citeseer,Perturbation Size,S=80,8,0.661
4,Citeseer,Perturbation Size,S=80,9,0.657
4,Citeseer,Perturbation Size,S=80,10,0.651
4,Citeseer,Perturbation Size,S=80,11,0.649
4,Citeseer,Perturbation Size,S=80,12,0.648
4,Citeseer,Perturbation Size,S=80,13,0.644
4,Citeseer,Perturbation Size,S=80,14,0.639
4,Citeseer,Perturbation Size,S=80,15,0.636
4,Citeseer,Perturbation Size,S=80,16,0.631
4,Citeseer,Perturbation Size,S=80,36,0.721
4,Citeseer,Perturbation Size,S=80,37,0.721
4,Citeseer,Perturbation Size,S=80,38,0.721
4,Citeseer,Perturbation Size,S=80,39,0.721
4,Citeseer,Perturbation Size,S=60,0,0.685
4,Citeseer,Perturbation Size,S=60,1,0.683
4,Citeseer,Perturbation Size,S=60,2,0.655
4,Citeseer,Perturbation Size,S=60,3,0.655
4,Citeseer,Perturbation Size,S=60,4,0.655
4,Citeseer,Perturbation Size,S=60,5,0.653
4,Citeseer,Perturbation Size,S=60,6,0.648
4,Citeseer,Perturbation Size,S=60,7,0.644
4,Citeseer,Perturbation Size,S=60,8,0.639
4,Citeseer,Perturbation Size,S=60,9,0.632
4,Citeseer,Perturbation Size,S=60,10,0.625
4,Citeseer,Perturbation Size,S=60,11,0.618
4,Citeseer,Perturbation Size,S=60,12,0.614
4,Citeseer,Perturbation Size,S=60,13,0.607
4,Citeseer,Perturbation Size,S=60,14,0.602
4,Citeseer,Perturbation Size,S=60,15,0.591
4,Citeseer,Perturbation Size,S=60,16,0.585
4,Citeseer,Perturbation Size,S=60,36,0.817
4,Citeseer,Perturbation Size,S=60,37,0.817
4,Citeseer,Perturbation Size,S=60,38,0.817
4,Citeseer,Perturbation Size,S=60,39,0.817
4,Citeseer,Perturbation Size,S=40,1,0.659
4,Citeseer,Perturbation Size,S=40,2,0.653
4,Citeseer,Perturbation Size,S=40,3,0.651
4,Citeseer,Perturbation Size,S=40,4,0.646
4,Citeseer,Perturbation Size,S=40,5,0.644
4,Citeseer,Perturbation Size,S=40,6,0.639
4,Citeseer,Perturbation Size,S=40,7,0.632
4,Citeseer,Perturbation Size,S=40,8,0.625
4,Citeseer,Perturbation Size,S=40,9,0.618
4,Citeseer,Perturbation Size,S=40,10,0.611
4,Citeseer,Perturbation Size,S=40,11,0.605
4,Citeseer,Perturbation Size,S=40,12,0.6
4,Citeseer,Perturbation Size,S=40,13,0.593
4,Citeseer,Perturbation Size,S=40,14,0.584
4,Citeseer,Perturbation Size,S=40,15,0.568
4,Citeseer,Perturbation Size,S=40,16,0.555
4,Citeseer,Perturbation Size,S=40,35,0.914
4,Citeseer,Perturbation Size,S=40,36,0.914
4,Citeseer,Perturbation Size,S=40,37,0.914
4,Citeseer,Perturbation Size,S=40,38,0.914
4,Citeseer,Perturbation Size,S=40,39,0.914
4,Pubmed,Perturbation Size,S=80,0,0.852
4,Pubmed,Perturbation Size,S=80,2,0.1
4,Pubmed,Perturbation Size,S=80,3,0.1
4,Pubmed,Perturbation Size,S=80,4,0.1
4,Pubmed,Perturbation Size,S=80,5,0.1
4,Pubmed,Perturbation Size,S=80,6,0.1
4,Pubmed,Perturbation Size,S=80,38,0.118
4,Pubmed,Perturbation Size,S=80,39,0.03
4,Pubmed,Perturbation Size,S=80,40,0.007
4,Pubmed,Perturbation Size,S=80,41,0.007
4,Pubmed,Perturbation Size,S=80,42,0.007
4,Pubmed,Perturbation Size,S=80,43,0.007
4,Pubmed,Perturbation Size,S=80,44,0.007
4,Pubmed,Perturbation Size,S=80,45,0.007
4,Pubmed,Perturbation Size,S=80,46,0.007
4,Pubmed,Perturbation Size,S=80,47,0.005
4,Pubmed,Perturbation Size,S=80,48,0.007
4,Pubmed,Perturbation Size,S=60,0,0.867
4,Pubmed,Perturbation Size,S=60,2,0.197
4,Pubmed,Perturbation Size,S=60,3,0.197
4,Pubmed,Perturbation Size,S=60,4,0.197
4,Pubmed,Perturbation Size,S=60,5,0.197
4,Pubmed,Perturbation Size,S=60,6,0.197
4,Pubmed,Perturbation Size,S=60,29,0.117
4,Pubmed,Perturbation Size,S=60,30,0.005
4,Pubmed,Perturbation Size,S=60,31,0.005
4,Pubmed,Perturbation Size,S=60,32,0.005
4,Pubmed,Perturbation Size,S=60,33,0.005
4,Pubmed,Perturbation Size,S=60,34,0.005
4,Pubmed,Perturbation Size,S=60,35,0.005
4,Pubmed,Perturbation Size,S=60,36,0.005
4,Pubmed,Perturbation Size,S=60,37,0.005
4,Pubmed,Perturbation Size,S=60,38,0.005
4,Pubmed,Perturbation Size,S=60,40,0.016
4,Pubmed,Perturbation Size,S=60,41,0.016
4,Pubmed,Perturbation Size,S=60,42,0.016
4,Pubmed,Perturbation Size,S=60,43,0.016
4,Pubmed,Perturbation Size,S=60,44,0.015
4,Pubmed,Perturbation Size,S=60,45,0.014
4,Pubmed,Perturbation Size,S=60,46,0.014
4,Pubmed,Perturbation Size,S=60,47,0.014
4,Pubmed,Perturbation Size,S=60,48,0.015
4,Pubmed,Perturbation Size,S=40,19,0.182
4,Pubmed,Perturbation Size,S=40,20,0.016
4,Pubmed,Perturbation Size,S=40,21,0.007
4,Pubmed,Perturbation Size,S=40,22,0.007
4,Pubmed,Perturbation Size,S=40,23,0.007
4,Pubmed,Perturbation Size,S=40,24,0.007
4,Pubmed,Perturbation Size,S=40,25,0.007
4,Pubmed,Perturbation Size,S=40,26,0.007
4,Pubmed,Perturbation Size,S=40,27,0.007
4,Pubmed,Perturbation Size,S=40,28,0.007
4,Pubmed,Perturbation Size,S=40,29,0.007
4,Pubmed,Perturbation Size,S=40,30,0.01
4,Pubmed,Perturbation Size,S=40,31,0.009
4,Pubmed,Perturbation Size,S=40,32,0.009
4,Pubmed,Perturbation Size,S=40,33,0.009
4,Pubmed,Perturbation Size,S=40,34,0.009
4,Pubmed,Perturbation Size,S=40,35,0.009
4,Pubmed,Perturbation Size,S=40,36,0.009
4,Pubmed,Perturbation Size,S=40,37,0.009
4,Pubmed,Perturbation Size,S=40,38,0.01
4,Amazon-C,Perturbation Size,S=80,0,0.803
4,Amazon-C,Perturbation Size,S=80,1,0.801
4,Amazon-C,Perturbation Size,S=80,2,0.797
4,Amazon-C,Perturbation Size,S=80,3,0.794
4,Amazon-C,Perturbation Size,S=80,4,0.794
4,Amazon-C,Perturbation Size,S=80,5,0.792
4,Amazon-C,Perturbation Size,S=80,6,0.789
4,Amazon-C,Perturbation Size,S=80,7,0.786
4,Amazon-C,Perturbation Size,S=80,8,0.784
4,Amazon-C,Perturbation Size,S=80,9,0.779
4,Amazon-C,Perturbation Size,S=80,10,0.777
4,Amazon-C,Perturbation Size,S=80,11,0.772
4,Amazon-C,Perturbation Size,S=80,12,0.771
4,Amazon-C,Perturbation Size,S=80,13,0.77
4,Amazon-C,Perturbation Size,S=80,34,0.623
4,Amazon-C,Perturbation Size,S=80,35,0.609
4,Amazon-C,Perturbation Size,S=80,36,0.579
4,Amazon-C,Perturbation Size,S=80,37,0.494
4,Amazon-C,Perturbation Size,S=80,38,0.202
4,Amazon-C,Perturbation Size,S=80,39,0.009
4,Amazon-C,Perturbation Size,S=80,40,0.007
4,Amazon-C,Perturbation Size,S=80,41,0.007
4,Amazon-C,Perturbation Size,S=80,42,0.007
4,Amazon-C,Perturbation Size,S=80,43,0.007
4,Amazon-C,Perturbation Size,S=80,44,0.007
4,Amazon-C,Perturbation Size,S=80,45,0.007
4,Amazon-C,Perturbation Size,S=80,46,0.007
4,Amazon-C,Perturbation Size,S=80,47,0.005
4,Amazon-C,Perturbation Size,S=80,48,0.007
4,Amazon-C,Perturbation Size,S=60,0,0.821
4,Amazon-C,Perturbation Size,S=60,1,0.817
4,Amazon-C,Perturbation Size,S=60,2,0.813
4,Amazon-C,Perturbation Size,S=60,3,0.807
4,Amazon-C,Perturbation Size,S=60,4,0.805
4,Amazon-C,Perturbation Size,S=60,5,0.8
4,Amazon-C,Perturbation Size,S=60,6,0.795
4,Amazon-C,Perturbation Size,S=60,7,0.778
4,Amazon-C,Perturbation Size,S=60,8,0.777
4,Amazon-C,Perturbation Size,S=60,9,0.772
4,Amazon-C,Perturbation Size,S=60,10,0.768
4,Amazon-C,Perturbation Size,S=60,11,0.766
4,Amazon-C,Perturbation Size,S=60,12,0.754
4,Amazon-C,Perturbation Size,S=60,13,0.755
4,Amazon-C,Perturbation Size,S=60,25,0.624
4,Amazon-C,Perturbation Size,S=60,26,0.611
4,Amazon-C,Perturbation Size,S=60,27,0.575
4,Amazon-C,Perturbation Size,S=60,28,0.49
4,Amazon-C,Perturbation Size,S=60,29,0.007
4,Amazon-C,Perturbation Size,S=60,30,0.005
4,Amazon-C,Perturbation Size,S=60,31,0.005
4,Amazon-C,Perturbation Size,S=60,32,0.005
4,Amazon-C,Perturbation Size,S=60,33,0.005
4,Amazon-C,Perturbation Size,S=60,34,0.005
4,Amazon-C,Perturbation Size,S=60,35,0.005
4,Amazon-C,Perturbation Size,S=60,36,0.005
4,Amazon-C,Perturbation Size,S=60,37,0.817
4,Amazon-C,Perturbation Size,S=60,38,0.817
4,Amazon-C,Perturbation Size,S=60,39,0.817
4,Amazon-C,Perturbation Size,S=60,40,0.016
4,Amazon-C,Perturbation Size,S=60,41,0.016
4,Amazon-C,Perturbation Size,S=60,42,0.016
4,Amazon-C,Perturbation Size,S=60,43,0.016
4,Amazon-C,Perturbation Size,S=60,44,0.015
4,Amazon-C,Perturbation Size,S=60,45,0.014
4,Amazon-C,Perturbation Size,S=60,46,0.014
4,Amazon-C,Perturbation Size,S=60,47,0.014
4,Amazon-C,Perturbation Size,S=60,48,0.015
4,Amazon-C,Perturbation Size,S=40,0,0.834
4,Amazon-C,Perturbation Size,S=40,1,0.828
4,Amazon-C,Perturbation Size,S=40,2,0.823
4,Amazon-C,Perturbation Size,S=40,3,0.814
4,Amazon-C,Perturbation Size,S=40,4,0.807
4,Amazon-C,Perturbation Size,S=40,5,0.782
4,Amazon-C,Perturbation Size,S=40,6,0.775
